id,text,offensive_substrings,offensive_sequences
26145,boii astia de la gsp au si facut clasamentul cu 3 puncte pt dinamo. Ha,['boii astia'],"[(0, 10)]"
21969,a iesit ecident din teren:)) porcu ala de iancu face manariiX(X(X( sper sa mai traiasca pana la craciun:X,"['porcu', 'sa mai traiasca pana la craciun']","[(29, 34), (72, 103)]"
26145,"Ce p.l.m. ma freci ma cu Ardealul tauia mai ajunge-ti-va ma obositilor si voi so banateni da-va draq,ca prea va umflati,toata Romania e un kkt asa ca nu vad de ce ati fi voi mai presus.da-te draq Hai Farul BAtem Javrele Duminica.","['Ce p.l.m.', 'ma freci ma', 'mai ajunge-ti-va ma obositilor', 'da-va draq', 'prea va umflati', 'e un kkt', 'da-te draq', 'Javrele']","[(0, 9), (10, 21), (40, 70), (90, 100), (104, 119), (134, 142), (185, 195), (212, 219)]"
34974,"da ca de obicei frustrati...pe aici...steaua ""face"" numia blaturi...auzi ce zice muiesan de la cefere ca a primit mesaje cum ca meciul ar fi fost suspect:))...iar se abereaza:))","['frustrati', 'muiesan']","[(16, 25), (81, 88)]"
10402,"@jiji - da, ""haka"" aia e de tot k.ktul, gaselnitza unei minti de buburuza imbibata de aere de mare campion. prefer campioni ca diaconu, leu etc, decit asemenea indivizi.","['de tot k.ktul,', 'minti de buburuza']","[(25, 39), (56, 73)]"
43107,tin cu steaua da sunteti nijte rupti ji voi ji liverpool nu jucati nimic sa mor eu asta e lasa k o sa jucam la anu in cupa..romaniei poate o luam ji nooi,"['sunteti nijte rupti', 'sa mor eu']","[(17, 36), (73, 82)]"
34200,da cum de nimeni nu vb despre golul spurcatilor DIN OFFSIDE!!! Inca un meci in care v-au ajutat arbitrii MILOGILOR!!! DINAMO BATE PE sTEAUA!!!!,"['spurcatilor', 'MILOGILOR']","[(36, 47), (105, 114)]"
35286,STEAUA? O GLUMA DE ECHIPA. BECALI? UN INFRACTOR PERICULOS. FOTBALUL ROMANESC? O MIZERIE! SOLUTIA? NICI UNA. DIN PACATE....,"['INFRACTOR PERICULOS', 'O MIZERIE']","[(38, 57), (78, 87)]"
39619,Suntem cei mai buni...de supt biberonul carnos. Scuze,['supt biberonul carnos'],"[(25, 46)]"
35286,EU s-a incins ceva in tub la tine..la ochiu maro unde iti place tie sa o iei,['iti place tie sa o iei'],"[(54, 76)]"
14775,hahahahha i s a facut frica umflatului ca pierde titlu` =))))))))))))))),['umflatului'],"[(28, 38)]"
44719,Ando...ai fost MANGA duminica seara! Taci drac' din gura ca esti un antrenor de kakao! Si betiv pe deasupra.,"['ai fost MANGA', ""drac'"", 'antrenor de kakao', 'betiv']","[(7, 20), (42, 47), (68, 85), (90, 95)]"
22623,bai raducioule... nu mai stii cum sa-ti faci reclama? Esti un nesimtit...,"['raducioule', 'nesimtit']","[(4, 14), (62, 70)]"
18558,Asta vorbeste? Pe cine sa aduca din Romania ma distrusule? Alta petarda ca Bicfalvi care cum recupereaza o minge o si pierde pt ca paseaza prost...sau alt fatalau ca badea care la primul contact cade sau culmea da gol si dupa cere penalty?,"['distrusule', 'Alta petarda', 'fatalau']","[(47, 57), (59, 71), (155, 162)]"
43439,"sugi pula porcea nesimtitule...lasa-l pe Danciu sa isi incheie cariera la DiNAMO,JIGODIE CE ESTI,da-i omului cat cere...sh nu te mai caca pe tine...merita fiecare banutz","['sugi pula', 'porcea', 'nesimtitule', 'JIGODIE', 'nu te mai caca pe tine']","[(0, 9), (10, 16), (17, 28), (81, 88), (123, 145)]"
14522,Chiar daca invingeti CFR-ul si ei castiga celelalte 14 partide.....nu-i ajungeti din urma...si invata sa fii umil...boule....,['boule'],"[(116, 121)]"
11534,incepeti titular cu kapetanos va rog.. cu cfr... si cu fioretina... E CEL MAI BUN KAPETANOS... cand zic kapetanos ma gandesc la cap de penis sincer..,['cap de penis'],"[(128, 140)]"
24608,GESTUL LUI lacatus ESTE ASA CUM ESTE OMUL lacatus ADICA SCARBOS,['SCARBOS'],"[(56, 63)]"
25619,"Steaua a fost cea mai avantajata sezonul asta, ca e Steaua si pune presiune pe arbitrii si face manariii la fal ca javrele care face si ele manarii la greu....forta CfR,daca nu loam noi campionatul s-al luati voi",['javrele'],"[(115, 122)]"
44288,"Taci bai prostule din gura. Ce tot ai cu Laca?
 Ce faci spume degeaba? Nu conteaza cine si cum joaca si nici ce face Laca, dar tu nu ai cum sa intelegi.","['prostule', 'faci spume']","[(9, 17), (52, 62)]"
17303,"Mai dute dracu de nesimtit Am ascuttat in direct interventia ta la fanatik si m-ai convin ca pe multi altii ca esti un mare nesimtit,branza buna in burduf de caine cum se spune la noi in campulung I-ti faci de ras concetatenii ,fa bine si taci odata si pleaca de la rapid,nu meriti colectivul acela DOMNULE TAHER FI INTRASINGENT CU ASTFEL DE SPECIMENE .SUCCES RAPID","['dracu', 'nesimtit', 'nesimtit']","[(9, 14), (18, 26), (18, 26), (124, 132), (124, 132)]"
18097,"auzi ma buget de stat,acuma de ce s*gi p*ula ? tii ciuda ca se descurca?bravo lui daca`i baiat destept,il doare pe el de de niste morti de foame ce sunteti,invidiosilor.","['s*gi p*ula', 'niste morti de foame', 'invidiosilor']","[(34, 44), (124, 144), (156, 168)]"
17234,esti un nenorocit un traslator baaaaaaa daca nu stii meserie pleaca ai dat afara pe toti fotbalistii buzaului de cine iti este frica de jiji sau tribuna de ce ai revenit si lai introdus pe ionescu in lot iti este frica sergentule,"['nenorocit', 'sergentule']","[(8, 17), (219, 229)]"
43952,Dap treaba buna cu comentatorii :) jur k asa se comenta pe vremea lu ceausescu un meci:)dak nu va pricepeti la fotbal lasati dreq la tvr sau pro tv drepturile alea... voiculescule mare puskarie esti:),"['dreq', 'puskarie esti']","[(125, 129), (185, 198)]"
22419,"toti care il criticati pe Dica sunteti niste anti-stelisti, niste pusti corditi sau niste asa-zisi ,,suporteri"" ai Stelei care va uitati la meci cu ochelari de cal la ochi. Dica de cand a venit la Steaua a fost mereu golgheterul echipei asa ca taceti dracu din gura ca sunteti penibili.","['pusti corditi', 'dracu', 'penibili']","[(66, 79), (251, 256), (277, 285)]"
43952,CE REACTIE AR FI AVUT OAMENII DIN JURUL RAPIDULUI SAU CFR-ULUI DACA SE INTAMPLA PE GHENCEA ACEST INCIDENT SI ECHIPA OASPETE AR FI FOST CFR-UL SAU RAPID ..SI STEAUA CONDUCEA CU 1-0?ZICETI MA UNGURILOR SI CRAPIDISTILOR,"['UNGURILOR', 'CRAPIDISTILOR']","[(190, 199), (203, 216)]"
22341,"pai nu suntem o natie de COMUNISTI ???
 
 atata timp cat MIRCEA SANDU, MITICA DRAGOMIR si PUTZURCA vor fi la ""carma"" fotbalului romanesc suntem niste COMUNISTI !!!!","['COMUNISTI', 'PUTZURCA', 'COMUNISTI']","[(25, 34), (25, 34), (92, 100), (152, 161), (152, 161)]"
25616,"Pentru toti cei care au butoane in cap ""Multa m'ue""","[""m'ue""]","[(46, 50)]"
14692,"contra asta e de cacat..a facut intradevar 2 meciuri exceptionale cu bayern dar in rest????numai rezerva,juca si el 10 minute pe final....oricum caracter=O la el.s a vazut din ce a facut de a lungul timpului...asa ca...sa i o dai toti la m,u,i,e","['e de cacat', 'sa i o dai toti la m,u,i,e']","[(12, 22), (219, 245)]"
34764,"sa vedetzi voi ce m*ie luati voi de la unguri...cum nu ati mai luat voi de cand v-o facut mamaicutza voasta !Muahahahahaha
 Bravo cluju!:PPPPP",['m*ie'],"[(18, 22)]"
14692,D-l muiesan are dreptate. Noi nu facem smecherii noi facem blaturi cinstite. Cand le spunem oamenilor ca-i platim ca sa ne dea meciul pai ii platim daca ne dau meciul. Eu unul am vb personal cu cristi si am aranajat totul. Multumesc lui lobby si lui izvoreanu pt. cooperarea si-i astept la cluj ca le fac cinste asa cum am promis!!!,['muiesan'],"[(4, 11)]"
25301,sigur a zis jiji berbecali vorbele astea...cred k i-a dat cineva cu aghiazma,['jiji berbecali'],"[(12, 26)]"
26765,"Vai, ce stire senzationala!!! Incredibil, Tiago titluar!
 Mai incolo gasim prima stire ca mirel radoi si-a uitat telefonul acasa. Dar vai, ce ne facem? Capitanul si-a uitat telefonul acasa. E de pus ca prima stire si cu font cat mai mare.
 
 Ma baieti, chiar asa de stelisti sunteti? Ce dracu ma? Va da becali asa multi bani?
 Nu aveti si voi pic de coloana vertebrala?
 
 Sunteti penibili!","['dracu', 'Nu aveti si voi pic de coloana vertebrala?', 'penibili']","[(290, 295), (331, 373), (387, 395)]"
25301,"Am fost la meci si nu am vazut niciun pistol. Poate l-ati vazut voi cei care comentati ""incidentul"" impreuna cu Ionut Popa. Am vazut in schimb nespalatii din ""marea"" galerie ieseana aruncand cu pietre in spectatorii de la tribuna 1 si am vazut de asemenea niste jandarmi prosti gramada care stateau si se uitau ca la spectacol in loc sa intervina.Asta ca tot vorbiti de violenta pe stadioane...","['nespalatii', 'jandarmi prosti gramada']","[(143, 153), (262, 285)]"
39339,so suit pisti pe cal si o plecat in ardeal da.te in pzda maty jos ca ardealu nui a vostru :)),['pzda maty'],"[(52, 61)]"
15311,"si pt domnul robert...felicitari pentru libbajul de 4 clase pe care il dezvolti cu atata simplitate...de obicei nu raspund la astfel de jigniri...dar in situatia asta cred ca ar trebui sa remarci singur cat de limitat esti...si se vede de la o posta ca esti rapidist...altfel de ce te ar oftica atat o decizie corecta?sunt perfect de acord ca si steaua sa pateasca la fel la primul meci in care se intampla asa ceva...felicitari pt discursul memorabil...""domnule"" robert","['libbajul de 4 clase', 'limitat']","[(40, 59), (210, 217)]"
39339,"one.driver,esti praf.ceea ce spui tu a facut steaua si dinamo,din 1948.de cand un club ca GLORIA poate sa fie o cooperativa.ce fraieri.vai de putuca voastra","['esti praf', 'fraieri', 'putuca voastra']","[(11, 20), (127, 134), (142, 156)]"
38721,pt toti care acum 3-4 ani il pupau in cur pe cristea la steaua iar acum...il iau la misto...sunteti niste tampiti..niste suporteri parveniti...iubiti fotbalul nu prostia cu care v;a inzestrat mama natura,"['il pupau in cur', 'tampit', 'suporteri parveniti']","[(26, 41), (106, 112), (121, 140)]"
24922,"tempoolamea cu articolu' asta si cu toti kknarii care zic ca nu o sa facem nimic cu olanda... asa... i-a demolat pe francezi si italieni... cu franta n-am jucat nimic, iar pe italieni va e clar ca trebuia sa castigam... asa ca ia nu mai mancati rht cu lopata si mars la culcare...","['tempoolamea', 'kknarii', 'mancati rht cu lopata', 'mars']","[(0, 11), (41, 48), (237, 258), (262, 266)]"
38874,ba Trica tu incepi sa devii mai prost k si Claudiu Raducanu.....,['prost'],"[(32, 37)]"
14295,"Votati pe oricine vreti,dar nu pesedisti ca ne facem de ras,aia-s tata hotilor si urmasii celor ce ne-au impuscat parintii si copiii in revolutie.",['tata hotilor'],"[(66, 78)]"
38874,"MA PROSTULE MAI AI SA TE JOCI, INPUTITULE -.VETI VEDEA CITE VOR LUA CFR -.CINCI NU MAI PUTIN.FORTA STEAUA.","['PROSTULE', 'INPUTITULE']","[(3, 11), (31, 41)]"
26710,KVCS poti fii atat de dragutz incat sa imi numesti un fotbalist ungur de valoare? esti penibil frate... sincer iti spun...,"['ungur ', 'penibil']","[(64, 70), (87, 94)]"
12120,bai caprelor va tot luati de steaua ca face blaturi ca umbla la albitrii dar de echipele voastre nu ziceti nimic ..... pai vedeti voi caprelor de ce este oglinda intai uitativa la ea si dupaia vb de altii pacat ca nici demnitate nu mai aveti voi chiar credeti ca noi suporterii stelisti suntem de acord cu ce zice becali va spun eu NUUUUU dar noi am incetat sa-l mai ascultam pe noi ne intereseaza doar echipa si jocul stelei dar voi sunteti prea orbi sa vedeti asta,"['caprelor', 'caprelor', 'nici demnitate nu mai aveti']","[(4, 12), (4, 12), (134, 142), (134, 142), (214, 241)]"
23559,"prosprort spune ca 5... cati sa fie?
 stirea e de fapt asa:
  2 ratati care nu asteapta nimic de la viata s-au imbatat ca porcii si cum nu faceau nimic cu viata lor limitata au plecat zic ei la mircea l... pe drum cu trabantul au nimerit prin ciorogarla unde la ferma de porci de acolo, paznicul ia dat afara. dar au nimerit la gicu a lui sucitu care a accepat oferta lor.... asa e stire de prima pagina, ma angajati la ziar?","['ratati', 'porcii', 'sucitu']","[(66, 72), (124, 130), (341, 347)]"
12120,tu si oaia aia taceti din gura nu mai comentati voi despre Rapid o echipa cinstita vedeti-va de blaturile voastre la puscarie cu voi Forza Rapid,"['oaia aia', 'la puscarie cu voi']","[(6, 14), (114, 132)]"
19126,ptr muesitul de hahahahahha: ba baiatule sau fat ce drec esti pun pariu ca mai mult de o clase si o amarata de scoala SAM nu ai si vb tu de timisoar si cluj! da ce sa faci de foamea care e in moldova teai gasit tu sa tastezi de timisoara!prima oara spalate la gura inainte sa vb de tm si cluj sau mai bine zis de ardeleni si banateni ca voi astia moldoveni vis vai de mama voastra,"['muesitul', 'drec', 'vai de mama voastra', 'spalate la gura']","[(4, 12), (52, 56), (249, 264), (361, 380)]"
23104,Steaua INFECTIA din fotbalul romanesc...IN divizia B..acolo sa ajunga aceasta cangrena...acest club de culise....echipa de blatisti si combinatori....ciuma ROMANIEI,"['INFECTIA', 'aceasta cangrena', 'ciuma ROMANIEI', 'blatisti', 'combinatori']","[(7, 15), (70, 86), (123, 131), (135, 146), (150, 164)]"
18438,"pacat de ei ca au venit in asa campionat de kk. cred ca suedezilor sau portughezilor nici nu le vine sa creada in ce hal este coruptia in aceasta tara, asa zis ieuropeana. sandu si ai lui au facut o troaca de porci din care se infrupta care cum pot. si ""suporterii"" se injura pe forumuri uitind ca de fapt acesti oameni isi cistiga existenta rizindu-si in pumni de cit de prosti pot fi romanii.... steaua este total compromisa, nici nu imi vine sa cred in ce hal a ajuns....","['campionat de kk', 'o troaca de porci din care se infrupta', 'prosti']","[(31, 46), (197, 235), (372, 378)]"
31855,"..pei baa mircea""..~> neatza"".care eshti!..ba bolovanee..uite-te pe statistici si dupaia vb dreaqu..ca DIca a fc ptr Steaua ce n-o sa faca ..nimeni la dinamuie.sau rapid ..niciodata..ca voi nu avetzi cums a fiti cu un picor in finala cupei Uefa ,...kiar niciodata..Dica e prea emblematic..ptr steaua lumea uita..ca el c a fc el ca..e mai lent..asta e defectu lui..compenseaza prin toate celelalte calitati..Si tu...cunosti fenomenu?..pei esh prea praf nai cum..:))","['bolovanee', 'dreaqu', 'dinamuie', 'esh prea praf']","[(46, 55), (92, 98), (151, 159), (438, 451)]"
18438,"Cacanarilor de la GSP, de ce ma cenzurati ? Am fost extrem de urban, abia acum m-ati scos din sarite !!!!",['Cacanarilor'],"[(0, 11)]"
37383,"descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati!
 descultii ii bat pe despuiati","['descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'descultii', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'ii bat', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati', 'despuiati']","[(0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (0, 9), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (10, 16), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (20, 29), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (33, 42), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (43, 49), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (53, 62), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (66, 75), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (76, 82), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (86, 95), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (99, 108), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (109, 115), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (119, 128), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (132, 141), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (142, 148), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (152, 161), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (165, 174), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (175, 181), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (185, 194), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (198, 207), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (208, 214), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (218, 227), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (231, 240), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (241, 247), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (251, 260), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (264, 273), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (274, 280), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (284, 293), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (297, 306), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (307, 313), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (317, 326), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (330, 339), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (340, 346), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (350, 359), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (363, 372), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (373, 379), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (383, 392), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (396, 405), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (406, 412), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (416, 425), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (429, 438), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (439, 445), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (449, 458), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (462, 471), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (472, 478), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491), (482, 491)]"
21767,"pt crr 
 
 vad ca ai luat-o razna si pe deasupra mai si minti :""7688 goluri 9897 bari si 497 cupe,"".In primul rand sunt bare nu bari.In al doilea rand daca ai marcat 7688 de goluri ,sunt 4 goluri pt o cupa deci 1922 de cupe .Si nu 497 .Pe langa ca esti mincinos esti si prost .hai pa papagalule","['ai luat-o razna', 'prost', 'papagalule']","[(20, 35), (272, 277), (286, 296)]"
44088,cred ca dau pomelnice cei ca pancu sau alte victime colaterale in efortul de emancipare al tzurcanei!,['tzurcanei'],"[(91, 100)]"
44177,"corect shi moral e sa s reia meciu din min73 fara suporteri,nu 3-0 la masa verde pt k ar cashtiga k nishte lashi steaua...dar diaconu a dat dovada d muerism,sincer","['lashi', 'muerism']","[(107, 112), (149, 156)]"
44088,"Cine mai poate iubi o echipa infiintata de comunisti? Trebuie sa ai balegar in cap ca sa poti face acest lucru. Mai ales cand vezi in fruntea ei un marlan, un gunoi de om, care influienteaza si pe ceilalti stelisti sa devina gunoaie ca el.","['Trebuie sa ai balegar in cap', 'marlan', 'gunoi de om', 'gunoaie']","[(54, 82), (148, 154), (159, 170), (225, 232)]"
44177,stelutza invinge raoidu phhahahahahha gg rapid sunteti cei mai prosti,['prosti'],"[(63, 69)]"
11999,"astia de la gsp, sunt cei mai mari clovni .. de ce nu banati sau stergeti replyurile cu injuraturi sau subiecte care n-au legatura cu fotbalul ? si asa majoritatea articolelor voastre numa despre fotbal nu`s si cred k o sa iau si eu drumul altor ziare de sport online precum multi altii inaintea mea .. nu v-ati schimbat deloc",['clovni'],"[(35, 41)]"
43379,";)))))))))))
 teapa, c!obane. si-a batut joc de tine.",['c!obane'],"[(22, 29)]"
18309,"piturca a-r trebui sa iti fie rusine!!!!sa iti da-i demisia .ai fost penibil cu tactica ta.numai ca nu ne invitau sa dam gol,dar noi aveam treaba sa ne aparam!daca esti roman iti dai demisia singur!imi e scarba de tactica taaaaaaaaaaaaaaaaaaaa! ai fost jegos!huo huo huo huo huo huo huo!!!!!!!!!!!!!!!!!!!!!","['penibil', 'imi e scarba', 'jegos']","[(69, 76), (198, 210), (253, 258)]"
23501,terminati cu prostiile rapidul nu va fi niciodata vandut nu mai haliti ceplm cacat mananca jurnalistu asta care sufera spazmogigibecalie iar diversiuni ale unui spurcat sa asccunda rusinea cu cfr-u,"['ceplm cacat mananca', 'spazmogigibecalie', 'spurcat']","[(71, 90), (119, 136), (161, 168)]"
23688,Sunteti niste nenorociti. Cum e posibil sa privati o tara intreaga de derbyul etapei Rapid-CFR? Mi-e scarba de voi. Si pe langa asta cred ca ati impus si ora de disputare a meciurilor. Pai 21:45 e o ora normala pt o tara asa ca a noastra in care iti mai e frica sa iesi pe strada dupa o anumita ora?,"['nenorociti', 'Mi-e scarba de voi']","[(14, 24), (96, 114)]"
23501,lacatus este un nesimtit. daca ai ceva de zis fi barbat si declara dupa meci. dar lacatus e gaina.,"['nesimtit', 'gaina']","[(16, 24), (92, 97)]"
37963,GIGI BESHCALI:)))...ESTI OFTICAT DE-TE DREACU=)))....ASTA E....SE VA AJUNGE LA UN MECI IN CARE VETI CERE CU MILOAGA DE LA CRAIOVA SA VA LASE SA BATETI CA SA NU PIERDETI DREACU CAMPIONATULLL...GARANTEZ=))),"['BESHCALI', 'OFTICAT', 'DE-TE DREACU', 'DREACU']","[(5, 13), (25, 32), (33, 45), (169, 175)]"
32986,Dar de ce nu iese politia olandeza sa spuna asta....de ce se baga pisatul ala de capitan in seama aiurea....daca cainii ar fi destepti pisatu ar plati scump pt ce a scos pe gura,"['pisatul ala', 'cainii', 'pisatu']","[(66, 77), (113, 119), (135, 141)]"
11677,De ce va place sa mintiti? Ati dat 500 1000 de goluri.. hai frate ca nu stati 5 6 ore la jocul asta... continuu... va place sa va laudeti.. ratatilor ;D,['ratatilor '],"[(140, 150)]"
9943,mare antrenor si tactician e betty ...muhahahahaha rapid e varza ca de obicei din nou e campioana morala!!!!,['e varza'],"[(57, 64)]"
